regime,mean,std,sharpe,count,annualized_return,annualized_vol
neutral_high,0.0018127612521804941,0.02367132521855619,0.0765804717498221,23,0.4568158355494845,0.3757706383897881
bull_medium,0.0012492177372529758,0.01478898638759988,0.08446946291737792,1108,0.3148028697877499,0.23476788074585261
bear_high,0.0008916449518124804,0.0255171622922529,0.034942951006867506,633,0.22469452785674507,0.40507239353625624
bull_low,0.0006437689669297944,0.007918529196926226,0.08129905831245648,96,0.1622297796663082,0.12570275402682482
neutral_medium,3.958428222199475e-05,0.013880571393679337,0.002851776133655426,16,0.009975239119942678,0.22034723977891654
bull_high,-7.279929057273156e-05,0.029284167189214904,-0.0024859607617437347,733,-0.01834542122432835,0.46487174240580004
bear_medium,-0.00022953292938717715,0.01446724011864657,-0.015865702615340996,1248,-0.05784229820556864,0.22966031706837242
bear_low,-0.0006515500241188888,0.007869057183222035,-0.08279899471414284,159,-0.16419060607796,0.12491741015611162
neutral_unknown,-0.0024303197924999513,0.02181994342303976,-0.11138066425661615,19,-0.6124405877099878,0.3463808635131758
