date,p_regime_0,p_regime_1,p_regime_2
2010-04-29,0.009310954816101452,0.9151975073821407,0.07549153780183343
2010-04-30,0.6518661327772373,0.23643884485827918,0.11169502236455933
2010-05-03,0.0744327452661467,0.8149330364203317,0.11063421831359754
2010-05-04,0.779182400570786,8.432586516180044e-10,0.22081759858603095
2010-05-05,0.6529943087574297,0.1303508265640509,0.21665486467859496
2010-05-06,0.03955736628687833,0.7267816822011784,0.23366095151201866
2010-05-07,1.5565041763937708e-09,0.20663600522222916,0.7933639932213421
2010-05-10,0.11107791427794468,0.10064544702726158,0.7882766386948694
2010-05-11,5.439131724948285e-06,0.15403323404679023,0.8459613268215604
2010-05-12,0.03989765165144393,0.44710202006337507,0.5130003282852564
2010-05-13,0.395735371496718,0.21335920373612305,0.3909054247672344
2010-05-14,0.18503967774011934,0.500334979547846,0.31462534271211007
2010-05-17,0.5485347819470524,0.061487096166198116,0.3899781218868249
2010-05-18,8.958696129992996e-05,0.6178292913349333,0.3820811217038422
2010-05-19,0.011022475430326835,1.1661004750840536e-07,0.9889774079597011
2010-05-20,0.006557542248792456,0.020978069760869144,0.9724643879904141
2010-05-21,0.023887212430833724,0.11327588041403353,0.8628369071552084
2010-05-24,0.003845361987719755,0.2916532735598318,0.7045013644525241
2010-05-25,0.26692075824047784,0.07129800383119946,0.6617812379283983
2010-05-26,0.0017705617727376193,0.42654667558004533,0.5716827626472926
2010-05-27,0.2799008139052313,0.5912759353383211,0.128823250756523
2010-05-28,0.5684355715317949,0.34079091963202285,0.09077350883625777
2010-06-01,0.17508511077740027,0.7269874152061081,0.09792747401656714
2010-06-02,0.6299255902431803,0.13723267979345968,0.2328417299634356
2010-06-03,0.19252873200049594,0.5192658718636651,0.2882053961359145
2010-06-04,0.4339866370741647,0.0784889957442843,0.48752436718162645
2010-06-07,1.2991219766999007e-10,0.552709209111667,0.44729079075849626
2010-06-08,0.10730254632277704,0.8168325209001925,0.07586493277710563
2010-06-09,0.9124543417873211,0.003175309025875253,0.08437034918687876
2010-06-10,0.15551494202358787,0.8198325399683428,0.024652518008144296
2010-06-11,0.7713823362730376,0.20892682673179389,0.019690836995243183
2010-06-14,0.43926351781706924,0.5496528977128923,0.011083584470113192
2010-06-15,0.31022447623785426,0.681652625836517,0.008122897925703573
2010-06-16,0.9158461726704438,0.05819431963999709,0.02595950768963371
2010-06-17,0.00590990314073495,0.9720066204648768,0.022083476394462655
2010-06-18,0.1834346680251684,0.7778681937368846,0.03869713823802172
2010-06-21,0.9507873772954029,0.0011203407537818744,0.04809228195089018
2010-06-22,0.006909068637255772,0.97977039843736,0.013320532925459032
2010-06-23,0.964570361608441,5.060003915894295e-07,0.03542913239124201
