date,shock_warning,forward_5d_return
2020-01-07,False,-3.568037295280449
2020-01-08,False,-0.916387572224412
2020-01-09,False,0.08394789574993287
2020-01-10,False,-0.11097186384244817
2020-01-13,False,-0.9810384715349809
2020-01-14,False,0.5473289042584684
2020-01-15,False,-0.8404330850090809
2020-01-16,False,1.013028871187412
2020-01-17,False,-0.07219886524149621
2020-01-21,False,-1.9856654721622882
2020-01-22,False,-1.9317693824932374
2020-01-23,False,1.002101851166746
2020-01-24,False,-0.4718379291781939
2020-01-27,False,-2.0202741917948583
2020-01-28,False,0.7214428633478446
2020-01-29,False,0.7885783052408347
2020-01-30,False,-0.9121246772853926
2020-01-31,False,-1.7229665361864113
2020-02-03,False,0.666706997993181
2020-02-04,False,0.2564035278921286
2020-02-05,False,-0.5193015406477927
2020-02-06,False,-1.068134014941293
2020-02-07,False,0.28264142926216657
2020-02-10,False,2.0787123099435396
2020-02-11,False,4.010016517788671
2020-02-12,False,4.6449759191330156
2020-02-13,False,5.100629477895758
2020-02-14,False,6.305562010851973
2020-02-18,False,0.28639136292920797
2020-02-19,False,-2.580571809335339
2020-02-20,False,-3.620375100848682
2020-02-21,False,-12.241693400906199
2020-02-24,False,-12.331687271278515
2020-02-25,False,-5.971420609653271
2020-02-26,False,-3.6504777617186943
2020-02-27,False,-1.8057741652655668
2020-02-28,False,4.923476251406498
2020-03-02,False,1.9121639218107636
2020-03-03,False,-1.3104319960507391
2020-03-04,False,-2.700955425328883
2020-03-05,False,-8.29829759781747
2020-03-06,False,-17.461347101858944
2020-03-09,False,-28.601683420074732
2020-03-10,False,-30.4423043629027
2020-03-11,False,-35.45679457751596
2020-03-12,False,-27.719077635588512
2020-03-13,False,-15.753448970165154
2020-03-16,False,3.4853707244939733
2020-03-17,False,13.203658899698251
2020-03-18,True,23.45482537229791
2020-03-19,True,19.08000339155044
2020-03-20,True,16.043563259496178
2020-03-23,True,6.222014243369889
2020-03-24,True,-0.924922895154612
2020-03-25,True,-6.33664829983742
2020-03-26,True,-0.3010032750037417
2020-03-27,True,-0.42856410811235607
2020-03-30,True,7.1093810448090915
2020-03-31,True,8.976214391214912
2020-04-01,True,8.404494242489898
2020-04-02,True,9.152866701255263
2020-04-03,True,6.975919471030284
2020-04-06,True,6.165569937215504
2020-04-07,True,0.16197236331583278
2020-04-08,True,2.715805025943805
2020-04-09,True,-4.854945521585536
2020-04-13,True,0.49621280928130385
2020-04-14,False,-8.123601166077593
2020-04-15,False,-1.106632324134259
2020-04-16,False,-1.3975418908164818
2020-04-17,False,0.11150337052490705
2020-04-20,False,-2.3085171384088934
2020-04-21,False,2.294963082750754
2020-04-22,False,-0.7688087201146623
2020-04-23,False,-2.9758184668740224
2020-04-24,False,-2.596684721578385
2020-04-27,False,-3.2018247286897896
2020-04-28,False,-0.6949268028006695
2020-04-29,False,-1.147718043308553
2020-04-30,False,4.360510296530864
2020-05-01,False,5.733033092754687
2020-05-04,False,6.023294550911539
2020-05-05,False,4.098935140113019
2020-05-06,False,4.411806019990228
2020-05-07,False,3.622071794952096
2020-05-08,False,7.971031590249825
2020-05-11,False,11.056573200181571
2020-05-12,False,13.15213352746051
2020-05-13,False,13.918165784267991
2020-05-14,False,7.167474552963251
2020-05-15,False,3.561310069311447
2020-05-18,False,0.5766656683297794
2020-05-19,False,-1.1580283914728573
2020-05-20,False,-0.5961537960033865
2020-05-21,False,6.179472076717896
2020-05-22,False,6.06246281681664
2020-05-26,False,3.589785962687886
2020-05-27,False,1.3199770423751465
