total_shock_warnings,warning_rate,mean_fwd_5d_warn,std_fwd_5d_warn,mean_fwd_5d_no_warn,std_fwd_5d_no_warn
233,0.06743849493487698,1.5589490078994097,5.13083942230093,0.03329545348842058,3.971769631375769
